5.837617277944e+03   5.330452584189e+03   2.000000000000e+02   
1.862211397293e+04   5.062831643014e+03   2.000000000000e+02   
2.663324617537e+04   6.037690443225e+03   2.200000000000e+02   
2.139599227598e+04   6.861693260853e+02   2.200000000000e+02   
2.603560179392e+04   4.364281757228e+03   2.200000000000e+02   
5.238207553659e+03   1.098566739745e+04   2.200000000000e+02   
1.966231160245e+04   2.797581624023e+04   2.200000000000e+02   
2.149913967773e+04   2.040452770557e+04   2.200000000000e+02   
2.942789065885e+03   2.749973837848e+04   2.200000000000e+02   
2.246312775495e+04   1.061493153198e+04   2.200000000000e+02   
6.995726578475e+03   1.859339326223e+04   2.200000000000e+02   
4.552430828691e+03   1.412501734824e+04   2.200000000000e+02   
6.825432944197e+03   3.319469308952e+03   2.000000000000e+02   
3.094249115083e+03   8.532524650609e+03   2.000000000000e+02   
2.580122232459e+04   2.174021272899e+04   2.000000000000e+02   
1.144786412039e+04   2.666306280813e+04   2.200000000000e+02   
1.782821790378e+03   1.641072334969e+04   2.000000000000e+02   
1.959139895236e+04   1.782656196046e+04   2.200000000000e+02   
1.125340867099e+04   4.760564546572e+03   2.200000000000e+02   
8.921518871020e+03   1.309285368664e+04   2.200000000000e+02   
7.983006879563e+03   1.939470447945e+04   2.000000000000e+02   
1.204104636413e+04   2.884527976292e+04   2.200000000000e+02   
2.984063310453e+04   2.477586635287e+04   2.200000000000e+02   
2.124967002855e+04   3.221040279514e+03   2.200000000000e+02   
7.123776228401e+03   5.683122367438e+03   2.000000000000e+02   
8.594346463306e+02   2.940270441173e+04   2.200000000000e+02   
2.546983638113e+04   5.529981573702e+03   2.000000000000e+02   
1.463218239516e+04   1.621474917425e+04   2.000000000000e+02   
2.059401349063e+04   2.746378837950e+04   2.200000000000e+02   
1.007610455538e+04   4.412419203536e+03   2.000000000000e+02   
1.489613258929e+03   2.071579297623e+04   2.000000000000e+02   
1.438894632922e+03   1.478003298653e+04   2.000000000000e+02   
2.917382099009e+04   1.432055132853e+04   2.200000000000e+02   
1.477884894502e+04   4.888662125315e+03   2.200000000000e+02   
2.287911245040e+04   1.121617738798e+04   2.200000000000e+02   
1.578726454044e+04   1.345907458712e+04   2.200000000000e+02   
2.310258029236e+04   6.958916415819e+03   2.200000000000e+02   
5.287055131018e+03   2.600010115575e+04   2.200000000000e+02   
4.861892819111e+02   1.374930687092e+04   2.000000000000e+02   
1.177232876178e+04   2.740248293207e+04   2.000000000000e+02   
